"Key","Title","Description","CategoryGroupID"
"GM0855","Tilburg","Gemeentelijke herindeling per 01-01-2021, ontvangen van:
- Haaren (GM0788),
... 978 hectare met 588 woningen en 1442 inwoners

Grenswijziging per 01-01-2018, overgegaan naar:
- Goirle (GM0785),
... 89 hectare met 25 woningen en 67 inwoners

Grenswijziging per 01-01-2013, ontvangen van:
- Dongen (GM0766),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2013, overgegaan naar:
- Dongen (GM0766),
... 4 hectare met 1 woning en 0 inwoners

Grenswijziging per 01-01-2012, ontvangen van:
- Goirle (GM0785),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Goirle (GM0785),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2006, ontvangen van:
- Hilvarenbeek (GM0798),
... 31 hectare met 3 woningen en 34 inwoners

Begindatum voor 1830
",
"GM0183","Tubbergen","Begindatum voor 1830

",
"GM1700","Twenterand","Naamswijziging per 01-06-2002,
oude naam: Vriezenveen (GM0186)
Begindatum 01-06-2002

",
"GM1730","Tynaarlo","Begindatum 01-12-1999

",
"GM0737","Tytsjerksteradiel","Begindatum 01-01-1989

",
"GM0282","Ubbergen","Opgeheven per 01-01-2015, overgegaan naar:
- Groesbeek (GM0241),
... 3371 hectare met 4308 woningen en 9416 inwoners

Begindatum voor 1830
",
"GM0856","Uden","Opgeheven per 01-01-2022, overgegaan naar:
- Maashorst (GM1991),
... 6698 hectare met 19303 woningen en 42466 inwoners

Begindatum voor 1830
",
"GM0450","Uitgeest","Begindatum voor 1830

",
"GM0451","Uithoorn","Grenswijziging per 01-01-2012, overgegaan naar:
- Kaag en Braassem (GM1884),
... 3 hectare met 4 woningen en 10 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Aalsmeer (GM0358),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0184","Urk","Grenswijziging per 01-01-2019, ontvangen van:
- Noordoostpolder (GM0171),
... 164 hectare met 4 woningen en 13 inwoners

Begindatum voor 1830
",
"GM0344","Utrecht (gemeente)","Grenswijziging per 01-01-2010, ontvangen van:
- Maarssen (GM0333),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2010, overgegaan naar:
- Maarssen (GM0333),
... 12 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM1581","Utrechtse Heuvelrug","Grenswijziging per 01-01-2016, overgegaan naar:
- Wijk bij Duurstede (GM0352),
... 14 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2006, ontvangen van:
- Amerongen (GM0306),
... 2872 hectare met 2507 woningen en 6904 inwoners
- Doorn (GM0315),
... 2224 hectare met 4254 woningen en 9989 inwoners
- Driebergen-Rijsenburg (GM0316),
... 2634 hectare met 7540 woningen en 18615 inwoners
- Leersum (GM0326),
... 2992 hectare met 2936 woningen en 7515 inwoners
- Maarn (GM0332),
... 2516 hectare met 2523 woningen en 5934 inwoners
Begindatum 01-01-2006
",
"GM0981","Vaals","Begindatum 02-01-1839

",
"GM0619","Valkenburg (ZH.)","Opgeheven per 01-01-2006, overgegaan naar:
- Katwijk (GM0537),
... 505 hectare met 1380 woningen en 3901 inwoners

Begindatum voor 1830

",
"GM0994","Valkenburg aan de Geul","Begindatum 01-01-1982

",
"GM0858","Valkenswaard","Grenswijziging per 01-01-2016, ontvangen van:
- Waalre (GM0866),
... 0 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2002, overgegaan naar:
- Bergeijk (GM1724),
... 3 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0047","Veendam","Begindatum voor 1830

",
"GM0345","Veenendaal","Begindatum voor 1830

",
"GM0717","Veere","Grenswijziging per 01-01-2017, overgegaan naar:
- Noord-Beveland (GM1695),
... 9 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0860","Veghel","Opgeheven per 01-01-2017, overgegaan naar:
- Meierijstad (GM1948),
... 7816 hectare met 15839 woningen en 38255 inwoners

Begindatum voor 1830
",
"GM0861","Veldhoven","Grenswijziging per 01-01-2017, ontvangen van:
- Eindhoven (GM0772),
... 6 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2017, overgegaan naar:
- Eindhoven (GM0772),
... 10 hectare met 0 woningen en 0 inwoners

Begindatum 01-05-1921
",
"GM0453","Velsen","Grenswijziging per 01-01-2012, ontvangen van:
- Beverwijk (GM0375),
... 29 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Beverwijk (GM0375),
... 6 hectare met 0 woningen en 0 inwoners
- Haarlemmerliede en Spaarnwoude (GM0393),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2009, ontvangen van:
- Haarlem (GM0392),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2004, overgegaan naar:
- Bloemendaal (GM0377),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830
",
"GM0454","Venhuizen","Opgeheven per 01-01-2006, overgegaan naar:
- Drechterland (GM0498),
... 3525 hectare met 2988 woningen en 7832 inwoners

Begindatum voor 1830

",
"GM0983","Venlo","Gemeentelijke herindeling per 01-01-2010, ontvangen van:
- Arcen en Velden (GM0885),
... 3960 hectare met 3677 woningen en 8668 inwoners
Grenswijziging per 01-01-2010, ontvangen van:
- Bergen (L.) (GM0893),
... 86 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Sevenum (GM0964),
... 13 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2002, overgegaan naar:
- Horst aan de Maas (GM1507),
... 16 hectare met 0 woningen en 0 inwoners

Begindatum 02-01-1839
",
"GM0984","Venray","Grenswijziging per 01-01-2010, ontvangen van:
- Meerlo-Wanssum (GM0993),
... 1789 hectare met 1350 woningen en 3504 inwoners
Begindatum 02-01-1839

",
"GM0620","Vianen","Opgeheven per 01-01-2019, overgegaan naar:
- Vijfheerenlanden (GM1961),
... 3920 hectare met 8769 woningen en 20444 inwoners

Provinciale wijziging per 01-01-2002:
- overgegaan van provincie Zuid-Holland naar provincie Utrecht

Begindatum voor 1830
",
"GM1961","Vijfheerenlanden","Ontstaan per 01-01-2019, ontvangen van:
- Leerdam (GM0545),
... 3376 hectare met 8988 woningen en 21248 inwoners
- Vianen (GM0620),
... 3920 hectare met 8769 woningen en 20444 inwoners
- Zederik (GM0707),
... 7345 hectare met 5661 woningen en 14020 inwoners
Provinciale wijziging per 01-01-2019:
- overgegaan van provincie Zuid-Holland naar provincie Utrecht 
Begindatum 01-01-2019
",
"GM0622","Vlaardingen","Begindatum voor 1830

",
"GM0048","Vlagtwedde","Opgeheven per 01-01-2018, overgegaan naar:
- Westerwolde (GM1950),
... 17640 hectare met 7845 woningen en 15868 inwoners

Begindatum voor 1830
",
"GM0096","Vlieland","Begindatum voor 1830
",
"GM0718","Vlissingen","Begindatum voor 1830
",
"GM0623","Vlist","Opgeheven per 01-01-2015, overgegaan naar:
- Krimpenerwaard (GM1931),
... 5373 hectare met 4001 woningen en 9740 inwoners

Begindatum voor 1830

",
"GM0986","Voerendaal","Begindatum 02-01-1839

",
"GM0625","Voorhout","Opgeheven per 01-01-2006, overgegaan naar:
- Teylingen (GM1525),
... 1226 hectare met 5460 woningen en 14923 inwoners
Begindatum voor 1830

",
"GM1992","Voorne aan Zee","Ontstaan per 01-01-2023, ontvangen van:
- Brielle (GM0501)
- Hellevoetsluis (GM0530)
- Westvoorne (GM0614)

",
"GM0626","Voorschoten","Begindatum voor 1830

",
"GM0285","Voorst","Begindatum voor 1830

",
"GM0286","Vorden","Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 1 hectare met 0 woningen en 0 inwoners
- Bronckhorst (GM1876),
... 6733 hectare met 3344 woningen en 8471 inwoners
- Lochem (GM0262),
... 7 hectare met 1 woning en 4 inwoners
- Zutphen (GM0301),
... 0 hectare met 1 woning en 7 inwoners

Begindatum voor 1830

",
"GM0186","Vriezenveen","Naamswijziging per 01-06-2002,
nieuwe naam: Twenterand (GM1700)

Grenswijziging per 01-01-2002, ontvangen van:
- Hellendoorn (GM0163),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0865","Vught","Gemeentelijke herindeling per 01-01-2021, ontvangen van:
- Haaren (GM0788),
... 2630 hectare met 2085 woningen en 4900 inwoners

Grenswijziging per 01-01-2019, ontvangen van:
- 's-Hertogenbosch (GM0796),
... 29 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2019, overgegaan naar:
- 's-Hertogenbosch (GM0796),
... 3 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM1949","Waadhoeke","Grenswijziging per 01-01-2021, ontvangen van:
- Leeuwarden (GM0080),
... 57 hectare met 1 woning en 3 inwoners
Grenswijziging per 01-01-2021, overgegaan naar:
- Leeuwarden (GM0080),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 14-09-2018, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 75 hectare met 3 woningen en 0 inwoners

Ontstaan per 01-01-2018, ontvangen van:
- het Bildt (GM0063),
... 9233 hectare met 4706 woningen en 10560 inwoners
- Franekeradeel (GM0070),
... 10259 hectare met 9614 woningen en 20213 inwoners
- Littenseradiel (GM0140),
... 1999 hectare met 806 woningen en 1878 inwoners
- Menameradiel (GM1908),
... 6884 hectare met 5877 woningen en 13450 inwoners
Begindatum 01-01-2018
",
"GM0866","Waalre","Grenswijziging per 01-01-2016, overgegaan naar:
- Valkenswaard (GM0858),
... 0 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0867","Waalwijk","Grenswijziging per 01-01-2004, overgegaan naar:
- Loon op Zand (GM0809),
... 1 hectare met 12 woningen en 25 inwoners

Begindatum voor 1830

",
"GM0627","Waddinxveen","Begindatum 01-07-1870

",
"GM0289","Wageningen","Begindatum voor 1830

",
"GM0628","Warmond","Opgeheven per 01-01-2006, overgegaan naar:
- Teylingen (GM1525),
... 1000 hectare met 1953 woningen en 4956 inwoners

Begindatum voor 1830

",
"GM0291","Warnsveld","Opgeheven per 01-01-2005, overgegaan naar:
- Zutphen (GM0301),
... 1682 hectare met 3502 woningen en 9201 inwoners

Begindatum voor 1830

",
"GM0629","Wassenaar","Begindatum voor 1830

",
"GM0630","Wateringen","Opgeheven per 01-01-2004, overgegaan naar:
- Westland (GM1783),
... 886 hectare met 6751 woningen en 16629 inwoners

Begindatum voor 1830

",
"GM0852","Waterland","Begindatum 01-01-1991

",
"GM0988","Weert","Begindatum 02-01-1839

",
"GM0457","Weesp","Opgeheven per 24-03-2022, overgegaan naar:
- Amsterdam (GM0363),
... 2272 hectare met 9526 woningen en 20766 inwoners

Grenswijziging per 01-01-2016, ontvangen van:
- Muiden (GM0424),
... 235 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2016, overgegaan naar:
- Gooise Meren (GM1942),
... 4 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2009, overgegaan naar:
- Wijdemeren (GM1696),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0292","Wehl","Opgeheven per 01-01-2005, overgegaan naar:
- Doetinchem (GM0222),
... 2335 hectare met 2347 woningen en 6803 inwoners
- Montferland (GM1955),
... 20 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",
"GM0870","Werkendam","Opgeheven per 01-01-2019, overgegaan naar:
- Altena (GM1959),
... 10090 hectare met 10929 woningen en 27295 inwoners

Begindatum voor 1830
",
"GM0459","Wervershoof","Opgeheven per 01-01-2011, overgegaan naar:
- Medemblik (GM0420),
... 2340 hectare met 3347 woningen en 8746 inwoners

Begindatum voor 1830

",
"GM1960","West Betuwe","Ontstaan per 01-01-2019, ontvangen van:
- Geldermalsen (GM0236),
... 9985 hectare met 11070 woningen en 27036 inwoners 
- Neerijnen (GM0304),
... 6596 hectare met 4974 woningen en 12468 inwoners 
- Lingewaal (GM0733),
... 5031 hectare met 4666 woningen en 11193 inwoners 
Begindatum 01-01-2019
",
"GM0668","West Maas en Waal","Begindatum 01-07-1985

",
"GM0558","Wester-Koggenland","Opgeheven per 01-01-2007, overgegaan naar:
- Koggenland (GM1598),
... 6028 hectare met 5557 woningen en 14294 inwoners

Grenswijziging per 01-01-2004, overgegaan naar:
- Hoorn (GM0405),
... 6 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1979

",
"GM1969","Westerkwartier","Ontstaan per 01-01-2019, ontvangen van:
- Grootegast (GM0015),
... 8670 hectare met 5045 woningen en 12191 inwoners
- Leek (GM0022),
... 6318 hectare met 8868 woningen en 19732 inwoners
- Marum (GM0025),
... 6437 hectare met 4447 woningen en 10484 inwoners
- Winsum (GM0053),
... 2303 hectare met 732 woningen en 1558 inwoners
- Zuidhorn (GM0056),
... 12542 hectare met 7953 woningen en 19066 inwoners
Begindatum 01-01-2019
",
"GM1701","Westerveld","Begindatum 01-01-1998

",
"GM0293","Westervoort","Begindatum voor 1830

",
"GM1950","Westerwolde","Ontstaan per 01-01-2018, ontvangen van:
- Bellingwedde (GM0007),
... 10837 hectare met 4118 woningen en 8816 inwoners
- Vlagtwedde (GM0048),
... 17640 hectare met 7845 woningen en 15868 inwoners
Begindatum 01-01-2018
",
"GM1783","Westland","Ontstaan per 01-01-2004, ontvangen van:
- 's-Gravenzande (GM0519),
... 1725 hectare met 7427 woningen en 19560 inwoners
- De Lier (GM0552),
... 837 hectare met 4090 woningen en 10964 inwoners
- Monster (GM0562),
... 1431 hectare met 7954 woningen en 20489 inwoners
- Naaldwijk (GM0565),
... 2460 hectare met 11162 woningen en 29094 inwoners
- Wateringen (GM0630),
... 886 hectare met 6751 woningen en 16629 inwoners
Grenswijziging per 01-01-2004, ontvangen van:
- Maasland (GM0555),
... 349 hectare met 104 woningen en 166 inwoners
- Schipluiden (GM0607),
... 301 hectare met 135 woningen en 368 inwoners
Begindatum 01-01-2004

",
"GM0098","Weststellingwerf","Begindatum voor 1830

",
"GM0614","Westvoorne","Opgeheven per 01-01-2023, overgegaan naar:
- Voorne aan Zee (GM1992)

Begindatum 01-01-1980
",
"GM0189","Wierden","Grenswijziging per 01-01-2009, ontvangen van:
- Rijssen-Holten (GM1742),
... 21 hectare met 4 woningen en 10 inwoners
Grenswijziging per 01-01-2009, overgegaan naar:
- Rijssen-Holten (GM1742),
... 12 hectare met 1 woning en 5 inwoners

Grenswijziging per 01-01-2005, ontvangen van:
- Hellendoorn (GM0163),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2004, overgegaan naar:
- Hellendoorn (GM0163),
... 39 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM0462","Wieringen","Opgeheven per 01-01-2012, overgegaan naar:
- Hollands Kroon (GM1911),
... 2688 hectare met 3853 woningen en 8562 inwoners

Begindatum voor 1830
",
"GM0463","Wieringermeer","Opgeheven per 01-01-2012, overgegaan naar:
- Hollands Kroon (GM1911),
... 19498 hectare met 5264 woningen en 12565 inwoners

Begindatum 01-01-1938
",
"GM0296","Wijchen","Begindatum voor 1830

",
"GM1696","Wijdemeren","Grenswijziging per 01-01-2012, overgegaan naar:
- Stichtse Vecht (GM1904),
... 0 hectare met 0 woningen en 4 inwoners

Grenswijziging per 01-01-2009, ontvangen van:
- Hilversum (GM0402),
... 2 hectare met 0 woningen en 0 inwoners
- Weesp (GM0457),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2009, overgegaan naar:
- Hilversum (GM0402),
... 22 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2002, ontvangen van:
- 's-Graveland (GM0390),
... 2167 hectare met 3756 woningen en 9339 inwoners
- Loosdrecht (GM0330),
... 1533 hectare met 3677 woningen en 8902 inwoners
- Nederhorst den Berg (GM0426),
... 1162 hectare met 2001 woningen en 5090 inwoners
Begindatum 01-01-2002
",
"GM0352","Wijk bij Duurstede","Grenswijziging per 01-01-2016, ontvangen van:
- Utrechtse Heuvelrug (GM1581),
... 14 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0052","Winschoten","Opgeheven per 01-01-2010, overgegaan naar:
- Oldambt (GM1895),
... 2058 hectare met 8730 woningen en 18271 inwoners
Begindatum voor 1830

",
"GM0053","Winsum","Opgeheven per 01-01-2019, overgegaan naar:
- Het Hogeland (GM1966),
... 7807 hectare met 5308 woningen en 11947 inwoners
- Westerkwartier (GM1969),
... 2303 hectare met 732 woningen en 1558 inwoners

Begindatum voor 1830
",
"GM0294","Winterswijk","Begindatum voor 1830

",
"GM0295","Wisch","Opgeheven per 01-01-2005, overgegaan naar:
- Bronckhorst (GM1876),
... 1 hectare met 0 woningen en 0 inwoners
- Oude IJsselstreek (GM1509),
... 7235 hectare met 7786 woningen en 19481 inwoners
Begindatum voor 1830

",
"GM0873","Woensdrecht","Begindatum voor 1830

",
"GM0632","Woerden","Begindatum voor 1830

",
"GM0466","Wognum","Opgeheven per 01-01-2007, overgegaan naar:
- Hoorn (GM0405),
... 102 hectare met 0 woningen en 0 inwoners
- Medemblik (GM0420),
... 2033 hectare met 2978 woningen en 8229 inwoners

Begindatum voor 1830

",
"GM1690","De Wolden","Begindatum 01-01-1998

",
"GM0880","Wormerland","Begindatum 01-01-1991

",
"GM0351","Woudenberg","Begindatum voor 1830

",
"GM0874","Woudrichem","Opgeheven per 01-01-2019, overgegaan naar:
- Altena (GM1959),
... 4932 hectare met 6125 woningen en 14770 inwoners

Begindatum voor 1830
",
"GM0710","Wûnseradiel","Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 15847 hectare met 5032 woningen en 11849 inwoners
.
Begindatum 01-01-1987

",
"GM0683","Wymbritseradiel","Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 13800 hectare met 6588 woningen en 16078 inwoners

Begindatum 01-01-1986

",
"GM0479","Zaanstad","Begindatum 01-01-1974

",
"GM0297","Zaltbommel","Begindatum voor 1830

",
"GM0473","Zandvoort","Begindatum voor 1830

",
"GM0707","Zederik","Opgeheven per 01-01-2019, overgegaan naar:
- Vijfheerenlanden (GM1961),
... 7345 hectare met 5661 woningen en 14020 inwoners
Provinciale wijziging per 01-01-2019:
- overgegaan van provincie Zuid-Holland naar provincie Utrecht

Begindatum 01-01-1986
",
"GM0478","Zeevang","Opgeheven per 01-01-2016, overgegaan naar:
- Edam-Volendam (GM0385),
... 3806 hectare met 2576 woningen en 6257 inwoners

Begindatum 01-08-1970
",
"GM0050","Zeewolde","Begindatum 01-01-1984

",
"GM0355","Zeist","Begindatum voor 1830

",
"GM0298","Zelhem","Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 1 hectare met 0 woningen en 0 inwoners
- Bronckhorst (GM1876),
... 7566 hectare met 4185 woningen en 11016 inwoners
- Doetinchem (GM0222),
... 327 hectare met 54 woningen en 175 inwoners
- Groenlo (GM0240),
... 284 hectare met 36 woningen en 104 inwoners
- Oude IJsselstreek (GM1509),
... 2 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",
"GM0299","Zevenaar","Gemeentelijke herindeling per 01-01-2018, ontvangen van:
- Rijnwaarden (GM0196),
... 3960 hectare met 4804 woningen en 10810 inwoners
- Zevenaar (GM0299),
... 5327 hectare met 14880 woningen en 32592 inwoners

Grenswijziging per 01-01-2007, overgegaan naar:
- Montferland (GM1955),
... 11 hectare met 1 woning en 3 inwoners

Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Angerlo (GM0199),
... 2612 hectare met 1843 woningen en 5184 inwoners
- Zevenaar (GM0299),
... 2419 hectare met 11358 woningen en 26253 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Bergh (GM0207),
... 28 hectare met 0 woningen en 0 inwoners
- Didam (GM0218),
... 320 hectare met 66 inwoners
Grenswijziging per 01-01-2005, overgegaan naar:
- Rijnwaarden (GM0196),
... 312 hectare met 0 woningen en 4 inwoners

Begindatum voor 1830
",
"GM1666","Zevenhuizen-Moerkapelle","Opgeheven per 01-01-2010, overgegaan naar:
- Zuidplas (GM1892),
... 2985 hectare met 3958 woningen en 10531 inwoners

Begindatum 01-02-1992

",
"GM0476","Zijpe","Opgeheven per 01-01-2013, overgegaan naar:
- Schagen (GM0441),
... 9509 hectare met 4834 woningen en 11519 inwoners

Begindatum voor 1830
",
"GM0637","Zoetermeer","Grenswijziging per 01-01-2002, ontvangen van:
- Leidschendam (GM0548),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2002, overgegaan naar:
- 's-Gravenhage (GM0518),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0638","Zoeterwoude","Grenswijziging per 01-01-2011, ontvangen van:
- Leiden (GM0546),
... 4 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM0056","Zuidhorn","Opgeheven per 01-01-2019, overgegaan naar:
- Westerkwartier (GM1969),
... 12542 hectare met 7953 woningen en 19066 inwoners

Begindatum voor 1830
",
"GM1892","Zuidplas","Grenswijziging per 01-01-2013, ontvangen van:
- Rotterdam (GM0599),
... 33 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2010, ontvangen van:
- Moordrecht (GM0563),
... 1223 hectare met 3104 woningen en 8275 inwoners
- Nieuwerkerk aan den IJssel (GM0567),
... 1730 hectare met 8535 woningen en 21604 inwoners
- Zevenhuizen-Moerkapelle (GM1666),
... 2985 hectare met 3958 woningen en 10531 inwoners
Begindatum 01-01-2010

",
"GM0879","Zundert","Grenswijziging per 01-01-2012, ontvangen van:
- Breda (GM0758),
... 74 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Breda (GM0758),
... 32 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0301","Zutphen","Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Warnsveld (GM0291),
... 1682 hectare met 3502 woningen en 9201 inwoners
- Zutphen (GM0301),
... 2365 hectare met 16458 woningen en 36936 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Gorssel (GM0239),
... 54 hectare met 14 woningen en 48 inwoners
- Vorden (GM0286),
... 0 hectare met 1 woning en 7 inwoners

Begindatum voor 1830

",
"GM1896","Zwartewaterland","Begindatum 01-01-2001

",
"GM0642","Zwijndrecht","Grenswijziging per 01-01-2004, ontvangen van:
- Hendrik-Ido-Ambacht (GM0531),
... 1 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2003, ontvangen van:
- Heerjansdam (GM0526),
... 572 hectare met 1532 woningen en 3697 inwoners
- Zwijndrecht (GM0642),
... 1465 hectare met 17595 woningen en 41374 inwoners
Begindatum voor 1830

",
"GM0193","Zwolle","Begindatum voor 1830

",
